Top 20% High Entropy Tokens (sorted by entropy):

999. Token: 'Ġa', Entropy: 8.183696, Dataset: advbench, Text Index: 59, Position: 8
2270. Token: 'Ġa', Entropy: 5.622986, Dataset: advbench, Text Index: 136, Position: 5
2883. Token: 'Ġa', Entropy: 5.622986, Dataset: advbench, Text Index: 171, Position: 5
6432. Token: 'Ġa', Entropy: 5.622986, Dataset: advbench, Text Index: 381, Position: 5
3593. Token: 'Ġa', Entropy: 5.622986, Dataset: advbench, Text Index: 214, Position: 5
257. Token: 'Ġa', Entropy: 5.622986, Dataset: advbench, Text Index: 15, Position: 5
2434. Token: 'Ġa', Entropy: 5.622986, Dataset: advbench, Text Index: 146, Position: 5
977. Token: 'Ġa', Entropy: 5.622986, Dataset: advbench, Text Index: 58, Position: 5
1900. Token: 'Ġa', Entropy: 5.622986, Dataset: advbench, Text Index: 114, Position: 5
4213. Token: 'Ġa', Entropy: 5.622986, Dataset: advbench, Text Index: 249, Position: 5
6242. Token: 'Ġa', Entropy: 5.622986, Dataset: advbench, Text Index: 369, Position: 5
8339. Token: 'Ġa', Entropy: 5.622986, Dataset: advbench, Text Index: 493, Position: 5
8066. Token: 'Ġa', Entropy: 5.622986, Dataset: advbench, Text Index: 478, Position: 5
4163. Token: 'Ġa', Entropy: 5.622986, Dataset: advbench, Text Index: 246, Position: 5
1147. Token: 'Ġa', Entropy: 5.622986, Dataset: advbench, Text Index: 67, Position: 5
6465. Token: 'Ġa', Entropy: 5.622986, Dataset: advbench, Text Index: 383, Position: 5
5741. Token: 'Ġa', Entropy: 5.622986, Dataset: advbench, Text Index: 340, Position: 5
1870. Token: 'Ġa', Entropy: 5.622986, Dataset: advbench, Text Index: 112, Position: 5
8283. Token: 'Ġa', Entropy: 5.622986, Dataset: advbench, Text Index: 490, Position: 5
4644. Token: 'Ġa', Entropy: 5.622986, Dataset: advbench, Text Index: 275, Position: 5
3307. Token: 'Ġa', Entropy: 5.622986, Dataset: advbench, Text Index: 197, Position: 5
5598. Token: 'Ġa', Entropy: 5.622986, Dataset: advbench, Text Index: 331, Position: 5
5215. Token: 'Ġa', Entropy: 5.622986, Dataset: advbench, Text Index: 308, Position: 5
7595. Token: 'Ġa', Entropy: 5.622986, Dataset: advbench, Text Index: 448, Position: 5
2735. Token: 'Ġa', Entropy: 5.622986, Dataset: advbench, Text Index: 163, Position: 5
7121. Token: 'Ġa', Entropy: 5.622986, Dataset: advbench, Text Index: 421, Position: 5
2643. Token: 'Ġa', Entropy: 5.622986, Dataset: advbench, Text Index: 158, Position: 5
7107. Token: 'Ġa', Entropy: 5.622986, Dataset: advbench, Text Index: 420, Position: 5
215. Token: 'Ġa', Entropy: 5.622986, Dataset: advbench, Text Index: 12, Position: 5
5247. Token: 'Ġa', Entropy: 5.622986, Dataset: advbench, Text Index: 310, Position: 5
2722. Token: 'Ġa', Entropy: 5.622986, Dataset: advbench, Text Index: 162, Position: 5
290. Token: 'Ġa', Entropy: 5.622986, Dataset: advbench, Text Index: 17, Position: 5
2927. Token: 'Ġa', Entropy: 5.622986, Dataset: advbench, Text Index: 174, Position: 5
2090. Token: 'Ġa', Entropy: 5.622986, Dataset: advbench, Text Index: 126, Position: 5
371. Token: 'Ġa', Entropy: 5.622986, Dataset: advbench, Text Index: 22, Position: 5
4711. Token: 'Ġa', Entropy: 5.622986, Dataset: advbench, Text Index: 279, Position: 5
3342. Token: 'Ġa', Entropy: 5.622986, Dataset: advbench, Text Index: 199, Position: 5
5071. Token: 'Ġa', Entropy: 5.622986, Dataset: advbench, Text Index: 300, Position: 5
6633. Token: 'Ġa', Entropy: 5.622986, Dataset: advbench, Text Index: 393, Position: 5
1770. Token: 'Ġa', Entropy: 5.622986, Dataset: advbench, Text Index: 106, Position: 5
4658. Token: 'Ġa', Entropy: 5.622986, Dataset: advbench, Text Index: 276, Position: 5
1939. Token: 'Ġa', Entropy: 5.622986, Dataset: advbench, Text Index: 116, Position: 5
5832. Token: 'Ġa', Entropy: 5.622986, Dataset: advbench, Text Index: 345, Position: 5
5611. Token: 'Ġa', Entropy: 5.622986, Dataset: advbench, Text Index: 332, Position: 5
698. Token: 'Ġa', Entropy: 5.622986, Dataset: advbench, Text Index: 41, Position: 5
7629. Token: 'Ġa', Entropy: 5.622986, Dataset: advbench, Text Index: 450, Position: 5
6388. Token: 'Ġa', Entropy: 5.622986, Dataset: advbench, Text Index: 378, Position: 5
4744. Token: 'Ġa', Entropy: 5.622986, Dataset: advbench, Text Index: 281, Position: 5
6. Token: 'Ġa', Entropy: 5.622986, Dataset: advbench, Text Index: 0, Position: 5
1085. Token: 'Ġa', Entropy: 5.622986, Dataset: advbench, Text Index: 64, Position: 5
4182. Token: 'Ġa', Entropy: 5.622986, Dataset: advbench, Text Index: 247, Position: 5
6965. Token: 'Ġa', Entropy: 5.622986, Dataset: advbench, Text Index: 412, Position: 5
4199. Token: 'Ġa', Entropy: 5.622986, Dataset: advbench, Text Index: 248, Position: 5
8560. Token: 'Ġa', Entropy: 5.622986, Dataset: advbench, Text Index: 506, Position: 5
3784. Token: 'Ġa', Entropy: 5.622986, Dataset: advbench, Text Index: 225, Position: 5
8471. Token: 'Ġa', Entropy: 5.622986, Dataset: advbench, Text Index: 501, Position: 5
3898. Token: 'Ġa', Entropy: 5.622986, Dataset: advbench, Text Index: 231, Position: 5
8035. Token: 'Ġa', Entropy: 5.622986, Dataset: advbench, Text Index: 476, Position: 5
3868. Token: 'Ġa', Entropy: 5.622986, Dataset: advbench, Text Index: 229, Position: 5
4102. Token: 'Ġa', Entropy: 5.622986, Dataset: advbench, Text Index: 242, Position: 5
3510. Token: 'Ġa', Entropy: 5.622985, Dataset: advbench, Text Index: 209, Position: 5
5187. Token: 'Ġa', Entropy: 5.622985, Dataset: advbench, Text Index: 306, Position: 5
7315. Token: 'Ġa', Entropy: 5.622985, Dataset: advbench, Text Index: 432, Position: 5
3087. Token: 'Ġa', Entropy: 5.622985, Dataset: advbench, Text Index: 184, Position: 5
7960. Token: 'Ġa', Entropy: 5.622985, Dataset: advbench, Text Index: 471, Position: 5
7523. Token: 'Ġa', Entropy: 5.622985, Dataset: advbench, Text Index: 444, Position: 5
3539. Token: 'Ġa', Entropy: 5.622985, Dataset: advbench, Text Index: 211, Position: 5
8608. Token: 'Ġa', Entropy: 5.622985, Dataset: advbench, Text Index: 509, Position: 5
6018. Token: 'Ġa', Entropy: 5.622985, Dataset: advbench, Text Index: 356, Position: 5
6343. Token: 'Ġa', Entropy: 5.622985, Dataset: advbench, Text Index: 375, Position: 5
7089. Token: 'Ġa', Entropy: 5.622985, Dataset: advbench, Text Index: 419, Position: 5
5418. Token: 'Ġa', Entropy: 5.622985, Dataset: advbench, Text Index: 320, Position: 5
6863. Token: 'Ġa', Entropy: 5.622985, Dataset: advbench, Text Index: 406, Position: 5
1346. Token: 'Ġa', Entropy: 5.622985, Dataset: advbench, Text Index: 80, Position: 5
1303. Token: 'Ġa', Entropy: 5.622985, Dataset: advbench, Text Index: 77, Position: 5
5146. Token: 'Ġa', Entropy: 5.622985, Dataset: advbench, Text Index: 304, Position: 5
2115. Token: 'Ġa', Entropy: 5.622985, Dataset: advbench, Text Index: 128, Position: 5
5946. Token: 'Ġa', Entropy: 5.622985, Dataset: advbench, Text Index: 352, Position: 5
5673. Token: 'Ġa', Entropy: 5.622985, Dataset: advbench, Text Index: 336, Position: 5
7541. Token: 'Ġa', Entropy: 5.622985, Dataset: advbench, Text Index: 445, Position: 5
8136. Token: 'Ġa', Entropy: 5.622985, Dataset: advbench, Text Index: 482, Position: 5
1557. Token: 'Ġa', Entropy: 5.622985, Dataset: advbench, Text Index: 93, Position: 5
6773. Token: 'Ġa', Entropy: 5.622985, Dataset: advbench, Text Index: 401, Position: 5
6901. Token: 'Ġa', Entropy: 5.622985, Dataset: advbench, Text Index: 408, Position: 5
1443. Token: 'Ġa', Entropy: 5.622985, Dataset: advbench, Text Index: 86, Position: 5
7820. Token: 'Ġa', Entropy: 5.622985, Dataset: advbench, Text Index: 462, Position: 5
5008. Token: 'Ġa', Entropy: 5.622985, Dataset: advbench, Text Index: 296, Position: 5
7403. Token: 'Ġa', Entropy: 5.622985, Dataset: advbench, Text Index: 437, Position: 5
8265. Token: 'Ġa', Entropy: 5.622985, Dataset: advbench, Text Index: 489, Position: 5
1917. Token: 'Ġa', Entropy: 5.622985, Dataset: advbench, Text Index: 115, Position: 5
4608. Token: 'Ġa', Entropy: 5.622985, Dataset: advbench, Text Index: 273, Position: 5
388. Token: 'Ġa', Entropy: 5.622985, Dataset: advbench, Text Index: 23, Position: 5
660. Token: 'Ġa', Entropy: 5.622985, Dataset: advbench, Text Index: 39, Position: 5
912. Token: 'Ġa', Entropy: 5.622985, Dataset: advbench, Text Index: 54, Position: 5
7365. Token: 'Ġa', Entropy: 5.622985, Dataset: advbench, Text Index: 435, Position: 5
3232. Token: 'Ġa', Entropy: 5.622985, Dataset: advbench, Text Index: 193, Position: 5
6984. Token: 'Ġa', Entropy: 5.622985, Dataset: advbench, Text Index: 413, Position: 5
6325. Token: 'Ġa', Entropy: 5.622985, Dataset: advbench, Text Index: 374, Position: 5
4369. Token: 'Ġa', Entropy: 5.622985, Dataset: advbench, Text Index: 259, Position: 5
6036. Token: 'Ġa', Entropy: 5.622985, Dataset: advbench, Text Index: 357, Position: 5
3109. Token: 'Ġa', Entropy: 5.622985, Dataset: advbench, Text Index: 185, Position: 5
1425. Token: 'Ġa', Entropy: 5.622985, Dataset: advbench, Text Index: 85, Position: 5
454. Token: 'Ġa', Entropy: 5.622985, Dataset: advbench, Text Index: 27, Position: 5
2188. Token: 'Ġa', Entropy: 5.622985, Dataset: advbench, Text Index: 132, Position: 5
2400. Token: 'Ġa', Entropy: 5.622985, Dataset: advbench, Text Index: 144, Position: 5
4626. Token: 'Ġa', Entropy: 5.622985, Dataset: advbench, Text Index: 274, Position: 5
3359. Token: 'Ġa', Entropy: 5.622985, Dataset: advbench, Text Index: 200, Position: 5
8769. Token: 'Ġa', Entropy: 5.622985, Dataset: advbench, Text Index: 518, Position: 5
8735. Token: 'Ġa', Entropy: 5.622985, Dataset: advbench, Text Index: 516, Position: 5
1243. Token: 'Ġa', Entropy: 5.622985, Dataset: advbench, Text Index: 73, Position: 5
90. Token: 'Ġa', Entropy: 5.622985, Dataset: advbench, Text Index: 5, Position: 5
8697. Token: 'Ġa', Entropy: 5.622985, Dataset: advbench, Text Index: 514, Position: 5
129. Token: 'Ġa', Entropy: 5.622985, Dataset: advbench, Text Index: 7, Position: 5
2079. Token: 'Ġa', Entropy: 5.622985, Dataset: advbench, Text Index: 125, Position: 5
2104. Token: 'Ġa', Entropy: 5.622985, Dataset: advbench, Text Index: 127, Position: 5
2682. Token: 'Ġa', Entropy: 5.622985, Dataset: advbench, Text Index: 160, Position: 5
7252. Token: 'Ġa', Entropy: 5.622985, Dataset: advbench, Text Index: 428, Position: 5
154. Token: 'Ġa', Entropy: 5.622985, Dataset: advbench, Text Index: 9, Position: 5
6529. Token: 'Ġa', Entropy: 5.622985, Dataset: advbench, Text Index: 387, Position: 5
2788. Token: 'Ġa', Entropy: 5.622985, Dataset: advbench, Text Index: 166, Position: 5
533. Token: 'Ġa', Entropy: 5.622985, Dataset: advbench, Text Index: 31, Position: 5
4856. Token: 'Ġa', Entropy: 5.622985, Dataset: advbench, Text Index: 287, Position: 5
3528. Token: 'Ġa', Entropy: 5.622985, Dataset: advbench, Text Index: 210, Position: 5
4072. Token: 'Ġa', Entropy: 5.622984, Dataset: advbench, Text Index: 240, Position: 5
1379. Token: 'Ġa', Entropy: 5.622984, Dataset: advbench, Text Index: 82, Position: 5
5452. Token: 'Ġa', Entropy: 5.622984, Dataset: advbench, Text Index: 322, Position: 5
812. Token: 'Ġa', Entropy: 5.622984, Dataset: advbench, Text Index: 48, Position: 5
5625. Token: 'Ġa', Entropy: 5.622984, Dataset: advbench, Text Index: 333, Position: 5
1491. Token: 'Ġa', Entropy: 5.622984, Dataset: advbench, Text Index: 89, Position: 5
6136. Token: 'Ġa', Entropy: 5.622984, Dataset: advbench, Text Index: 363, Position: 5
4593. Token: 'Ġa', Entropy: 5.622984, Dataset: advbench, Text Index: 272, Position: 5
7694. Token: 'Ġa', Entropy: 5.622984, Dataset: advbench, Text Index: 454, Position: 5
8548. Token: 'Ġa', Entropy: 5.622984, Dataset: advbench, Text Index: 505, Position: 5
4887. Token: 'Ġa', Entropy: 5.622984, Dataset: advbench, Text Index: 289, Position: 5
1953. Token: 'Ġa', Entropy: 5.622984, Dataset: advbench, Text Index: 117, Position: 5
4696. Token: 'Ġa', Entropy: 5.622984, Dataset: advbench, Text Index: 278, Position: 5
5131. Token: 'Ġa', Entropy: 5.622984, Dataset: advbench, Text Index: 303, Position: 5
1968. Token: 'Ġa', Entropy: 5.622984, Dataset: advbench, Text Index: 118, Position: 5
6417. Token: 'Ġa', Entropy: 5.622984, Dataset: advbench, Text Index: 380, Position: 5
712. Token: 'Ġa', Entropy: 5.622984, Dataset: advbench, Text Index: 42, Position: 5
8356. Token: 'Ġa', Entropy: 5.622984, Dataset: advbench, Text Index: 494, Position: 5
2303. Token: 'Ġa', Entropy: 5.622984, Dataset: advbench, Text Index: 138, Position: 5
8593. Token: 'Ġa', Entropy: 5.622984, Dataset: advbench, Text Index: 508, Position: 5
6209. Token: 'Ġa', Entropy: 5.622984, Dataset: advbench, Text Index: 367, Position: 5
4134. Token: 'Ġa', Entropy: 5.622984, Dataset: advbench, Text Index: 244, Position: 5
1805. Token: 'Ġa', Entropy: 5.622984, Dataset: advbench, Text Index: 108, Position: 5
2021. Token: 'Ġa', Entropy: 5.622984, Dataset: advbench, Text Index: 121, Position: 5
5806. Token: 'Ġa', Entropy: 5.622984, Dataset: advbench, Text Index: 344, Position: 5
578. Token: 'Ġa', Entropy: 5.622984, Dataset: advbench, Text Index: 34, Position: 5
593. Token: 'Ġa', Entropy: 5.622984, Dataset: advbench, Text Index: 35, Position: 5
3700. Token: 'Ġa', Entropy: 5.622984, Dataset: advbench, Text Index: 220, Position: 5
7838. Token: 'Ġa', Entropy: 5.622984, Dataset: advbench, Text Index: 463, Position: 5
4435. Token: 'Ġa', Entropy: 5.622984, Dataset: advbench, Text Index: 263, Position: 5
5040. Token: 'Ġa', Entropy: 5.622984, Dataset: advbench, Text Index: 298, Position: 5
5754. Token: 'Ġa', Entropy: 5.622984, Dataset: advbench, Text Index: 341, Position: 5
7790. Token: 'Ġa', Entropy: 5.622984, Dataset: advbench, Text Index: 460, Position: 5
6567. Token: 'Ġa', Entropy: 5.622984, Dataset: advbench, Text Index: 389, Position: 5
2064. Token: 'Ġa', Entropy: 5.622984, Dataset: advbench, Text Index: 124, Position: 5
6758. Token: 'Ġa', Entropy: 5.622984, Dataset: advbench, Text Index: 400, Position: 5
1073. Token: 'Ġa', Entropy: 5.622984, Dataset: advbench, Text Index: 63, Position: 5
1112. Token: 'Ġa', Entropy: 5.622984, Dataset: advbench, Text Index: 65, Position: 5
1161. Token: 'Ġa', Entropy: 5.622984, Dataset: advbench, Text Index: 68, Position: 5
8533. Token: 'Ġa', Entropy: 5.622984, Dataset: advbench, Text Index: 504, Position: 5
242. Token: 'Ġa', Entropy: 5.622984, Dataset: advbench, Text Index: 14, Position: 5
7945. Token: 'Ġa', Entropy: 5.622984, Dataset: advbench, Text Index: 470, Position: 5
1276. Token: 'Ġa', Entropy: 5.622984, Dataset: advbench, Text Index: 75, Position: 5
4302. Token: 'Ġa', Entropy: 5.622984, Dataset: advbench, Text Index: 255, Position: 5
3164. Token: 'Ġa', Entropy: 5.622984, Dataset: advbench, Text Index: 188, Position: 5
6552. Token: 'Ġa', Entropy: 5.622984, Dataset: advbench, Text Index: 388, Position: 5
8154. Token: 'Ġa', Entropy: 5.622984, Dataset: advbench, Text Index: 483, Position: 5
4087. Token: 'Ġa', Entropy: 5.622984, Dataset: advbench, Text Index: 241, Position: 5
1261. Token: 'Ġa', Entropy: 5.622984, Dataset: advbench, Text Index: 74, Position: 5
3633. Token: 'Ġa', Entropy: 5.622984, Dataset: advbench, Text Index: 216, Position: 5
3648. Token: 'Ġa', Entropy: 5.622984, Dataset: advbench, Text Index: 217, Position: 5
6810. Token: 'Ġa', Entropy: 5.622984, Dataset: advbench, Text Index: 403, Position: 5
1394. Token: 'Ġa', Entropy: 5.622984, Dataset: advbench, Text Index: 83, Position: 5
3007. Token: 'Ġa', Entropy: 5.622984, Dataset: advbench, Text Index: 179, Position: 5
8787. Token: 'Ġa', Entropy: 5.622984, Dataset: advbench, Text Index: 519, Position: 5
2036. Token: 'Ġa', Entropy: 5.622984, Dataset: advbench, Text Index: 122, Position: 5
8423. Token: 'Ġa', Entropy: 5.622984, Dataset: advbench, Text Index: 498, Position: 5
8020. Token: 'Ġa', Entropy: 5.622984, Dataset: advbench, Text Index: 475, Position: 5
1629. Token: 'Ġa', Entropy: 5.622984, Dataset: advbench, Text Index: 97, Position: 5
5552. Token: 'Ġa', Entropy: 5.622984, Dataset: advbench, Text Index: 328, Position: 5
1364. Token: 'Ġa', Entropy: 5.622984, Dataset: advbench, Text Index: 81, Position: 5
2517. Token: 'Ġa', Entropy: 5.622984, Dataset: advbench, Text Index: 151, Position: 5
40. Token: 'Ġa', Entropy: 5.622984, Dataset: advbench, Text Index: 2, Position: 5
6726. Token: 'Ġa', Entropy: 5.622984, Dataset: advbench, Text Index: 398, Position: 5
3326. Token: 'Ġa', Entropy: 5.622984, Dataset: advbench, Text Index: 198, Position: 5
3818. Token: 'Ġa', Entropy: 5.622984, Dataset: advbench, Text Index: 227, Position: 5
5882. Token: 'Ġa', Entropy: 5.622984, Dataset: advbench, Text Index: 348, Position: 5
355. Token: 'Ġa', Entropy: 5.622984, Dataset: advbench, Text Index: 21, Position: 5
2608. Token: 'Ġa', Entropy: 5.622984, Dataset: advbench, Text Index: 156, Position: 5
5347. Token: 'Ġa', Entropy: 5.622984, Dataset: advbench, Text Index: 316, Position: 5
6949. Token: 'Ġa', Entropy: 5.622984, Dataset: advbench, Text Index: 411, Position: 5
8647. Token: 'Ġa', Entropy: 5.622984, Dataset: advbench, Text Index: 511, Position: 5
6689. Token: 'Ġa', Entropy: 5.622984, Dataset: advbench, Text Index: 396, Position: 5
6705. Token: 'Ġa', Entropy: 5.622984, Dataset: advbench, Text Index: 397, Position: 5
3407. Token: 'Ġa', Entropy: 5.622984, Dataset: advbench, Text Index: 203, Position: 5
6401. Token: 'Ġa', Entropy: 5.622984, Dataset: advbench, Text Index: 379, Position: 5
6612. Token: 'Ġa', Entropy: 5.622984, Dataset: advbench, Text Index: 392, Position: 5
8300. Token: 'Ġa', Entropy: 5.622984, Dataset: advbench, Text Index: 491, Position: 5
8368. Token: 'Ġa', Entropy: 5.622984, Dataset: advbench, Text Index: 495, Position: 5
7709. Token: 'Ġa', Entropy: 5.622984, Dataset: advbench, Text Index: 455, Position: 5
8120. Token: 'Ġa', Entropy: 5.622984, Dataset: advbench, Text Index: 481, Position: 5
5260. Token: 'Ġa', Entropy: 5.622984, Dataset: advbench, Text Index: 311, Position: 5
5862. Token: 'Ġa', Entropy: 5.622984, Dataset: advbench, Text Index: 347, Position: 5
792. Token: 'Ġa', Entropy: 5.622984, Dataset: advbench, Text Index: 47, Position: 5
8577. Token: 'Ġa', Entropy: 5.622984, Dataset: advbench, Text Index: 507, Position: 5
7022. Token: 'Ġa', Entropy: 5.622984, Dataset: advbench, Text Index: 415, Position: 5
3250. Token: 'Ġa', Entropy: 5.622984, Dataset: advbench, Text Index: 194, Position: 5
758. Token: 'Ġa', Entropy: 5.622984, Dataset: advbench, Text Index: 45, Position: 5
2824. Token: 'Ġa', Entropy: 5.622984, Dataset: advbench, Text Index: 168, Position: 5
5930. Token: 'Ġa', Entropy: 5.622984, Dataset: advbench, Text Index: 351, Position: 5
5103. Token: 'Ġa', Entropy: 5.622984, Dataset: advbench, Text Index: 302, Position: 5
3747. Token: 'Ġa', Entropy: 5.622984, Dataset: advbench, Text Index: 223, Position: 5
1503. Token: 'Ġa', Entropy: 5.622984, Dataset: advbench, Text Index: 90, Position: 5
1127. Token: 'Ġa', Entropy: 5.622984, Dataset: advbench, Text Index: 66, Position: 5
7387. Token: 'Ġa', Entropy: 5.622984, Dataset: advbench, Text Index: 436, Position: 5
2250. Token: 'Ġa', Entropy: 5.622984, Dataset: advbench, Text Index: 135, Position: 5
8455. Token: 'Ġa', Entropy: 5.622984, Dataset: advbench, Text Index: 500, Position: 5
4934. Token: 'Ġa', Entropy: 5.622984, Dataset: advbench, Text Index: 292, Position: 5
7198. Token: 'Ġa', Entropy: 5.622984, Dataset: advbench, Text Index: 425, Position: 5
1789. Token: 'Ġa', Entropy: 5.622984, Dataset: advbench, Text Index: 107, Position: 5
4011. Token: 'Ġa', Entropy: 5.622984, Dataset: advbench, Text Index: 237, Position: 5
2563. Token: 'Ġa', Entropy: 5.622984, Dataset: advbench, Text Index: 154, Position: 5
5436. Token: 'Ġa', Entropy: 5.622984, Dataset: advbench, Text Index: 321, Position: 5
3978. Token: 'Ġa', Entropy: 5.622984, Dataset: advbench, Text Index: 235, Position: 5
8715. Token: 'Ġa', Entropy: 5.622984, Dataset: advbench, Text Index: 515, Position: 5
194. Token: 'Ġa', Entropy: 5.622984, Dataset: advbench, Text Index: 11, Position: 5
5371. Token: 'Ġa', Entropy: 5.622984, Dataset: advbench, Text Index: 317, Position: 5
4419. Token: 'Ġa', Entropy: 5.622984, Dataset: advbench, Text Index: 262, Position: 5
7774. Token: 'Ġa', Entropy: 5.622984, Dataset: advbench, Text Index: 459, Position: 5
8753. Token: 'Ġa', Entropy: 5.622984, Dataset: advbench, Text Index: 517, Position: 5
320. Token: 'Ġa', Entropy: 5.622984, Dataset: advbench, Text Index: 19, Position: 5
7990. Token: 'Ġa', Entropy: 5.622984, Dataset: advbench, Text Index: 473, Position: 5
4450. Token: 'Ġa', Entropy: 5.622984, Dataset: advbench, Text Index: 264, Position: 5
1409. Token: 'Ġa', Entropy: 5.622984, Dataset: advbench, Text Index: 84, Position: 5
3144. Token: 'Ġa', Entropy: 5.622984, Dataset: advbench, Text Index: 187, Position: 5
3573. Token: 'Ġa', Entropy: 5.622984, Dataset: advbench, Text Index: 213, Position: 5
5964. Token: 'Ġa', Entropy: 5.622984, Dataset: advbench, Text Index: 353, Position: 5
4503. Token: 'Ġa', Entropy: 5.622984, Dataset: advbench, Text Index: 267, Position: 5
1176. Token: 'Ġa', Entropy: 5.622984, Dataset: advbench, Text Index: 69, Position: 5
6495. Token: 'Ġa', Entropy: 5.622984, Dataset: advbench, Text Index: 385, Position: 5
4867. Token: 'Ġa', Entropy: 5.622984, Dataset: advbench, Text Index: 288, Position: 5
7559. Token: 'Ġa', Entropy: 5.622984, Dataset: advbench, Text Index: 446, Position: 5
608. Token: 'Ġa', Entropy: 5.622984, Dataset: advbench, Text Index: 36, Position: 5
7138. Token: 'Ġa', Entropy: 5.622984, Dataset: advbench, Text Index: 422, Position: 5
5786. Token: 'Ġa', Entropy: 5.622984, Dataset: advbench, Text Index: 343, Position: 5
7421. Token: 'Ġa', Entropy: 5.622984, Dataset: advbench, Text Index: 438, Position: 5
406. Token: 'Ġa', Entropy: 5.622984, Dataset: advbench, Text Index: 24, Position: 5
3271. Token: 'Ġa', Entropy: 5.622984, Dataset: advbench, Text Index: 195, Position: 5
1461. Token: 'Ġa', Entropy: 5.622984, Dataset: advbench, Text Index: 87, Position: 5
4728. Token: 'Ġa', Entropy: 5.622984, Dataset: advbench, Text Index: 280, Position: 5
7920. Token: 'Ġa', Entropy: 5.622984, Dataset: advbench, Text Index: 468, Position: 5
824. Token: 'Ġa', Entropy: 5.622984, Dataset: advbench, Text Index: 49, Position: 5
879. Token: 'Ġa', Entropy: 5.622984, Dataset: advbench, Text Index: 52, Position: 5
7725. Token: 'Ġa', Entropy: 5.622984, Dataset: advbench, Text Index: 456, Position: 5
7349. Token: 'Ġa', Entropy: 5.622984, Dataset: advbench, Text Index: 434, Position: 5
6652. Token: 'Ġa', Entropy: 5.622984, Dataset: advbench, Text Index: 394, Position: 5
8083. Token: 'Ġa', Entropy: 5.622984, Dataset: advbench, Text Index: 479, Position: 5
1227. Token: 'Ġa', Entropy: 5.622984, Dataset: advbench, Text Index: 72, Position: 5
6742. Token: 'Ġa', Entropy: 5.622984, Dataset: advbench, Text Index: 399, Position: 5
5519. Token: 'Ġa', Entropy: 5.622984, Dataset: advbench, Text Index: 326, Position: 5
6449. Token: 'Ġa', Entropy: 5.622984, Dataset: advbench, Text Index: 382, Position: 5
5499. Token: 'Ġa', Entropy: 5.622984, Dataset: advbench, Text Index: 325, Position: 5
3768. Token: 'Ġa', Entropy: 5.622984, Dataset: advbench, Text Index: 224, Position: 5
5055. Token: 'Ġa', Entropy: 5.622984, Dataset: advbench, Text Index: 299, Position: 5
422. Token: 'Ġa', Entropy: 5.622984, Dataset: advbench, Text Index: 25, Position: 5
5640. Token: 'Ġa', Entropy: 5.622984, Dataset: advbench, Text Index: 334, Position: 5
7006. Token: 'Ġa', Entropy: 5.622984, Dataset: advbench, Text Index: 414, Position: 5
3679. Token: 'Ġa', Entropy: 5.622984, Dataset: advbench, Text Index: 219, Position: 5
4524. Token: 'Ġa', Entropy: 5.622984, Dataset: advbench, Text Index: 268, Position: 5
8225. Token: 'Ġa', Entropy: 5.622984, Dataset: advbench, Text Index: 487, Position: 5
3176. Token: 'Ġa', Entropy: 5.622984, Dataset: advbench, Text Index: 189, Position: 5
4556. Token: 'Ġa', Entropy: 5.622984, Dataset: advbench, Text Index: 270, Position: 5
7236. Token: 'Ġa', Entropy: 5.622984, Dataset: advbench, Text Index: 427, Position: 5
8626. Token: 'Ġa', Entropy: 5.622984, Dataset: advbench, Text Index: 510, Position: 5
5483. Token: 'Ġa', Entropy: 5.622984, Dataset: advbench, Text Index: 324, Position: 5
2336. Token: 'Ġa', Entropy: 5.622984, Dataset: advbench, Text Index: 140, Position: 5
2956. Token: 'Ġa', Entropy: 5.622984, Dataset: advbench, Text Index: 176, Position: 5
7052. Token: 'Ġa', Entropy: 5.622984, Dataset: advbench, Text Index: 417, Position: 5
5467. Token: 'Ġa', Entropy: 5.622984, Dataset: advbench, Text Index: 323, Position: 5
4466. Token: 'Ġa', Entropy: 5.622984, Dataset: advbench, Text Index: 265, Position: 5
7741. Token: 'Ġa', Entropy: 5.622984, Dataset: advbench, Text Index: 457, Position: 5
1057. Token: 'Ġa', Entropy: 5.622984, Dataset: advbench, Text Index: 62, Position: 5
8241. Token: 'Ġa', Entropy: 5.622984, Dataset: advbench, Text Index: 488, Position: 5
7850. Token: 'Ġa', Entropy: 5.622984, Dataset: advbench, Text Index: 464, Position: 5
6099. Token: 'Ġa', Entropy: 5.622984, Dataset: advbench, Text Index: 361, Position: 5
4761. Token: 'Ġa', Entropy: 5.622984, Dataset: advbench, Text Index: 282, Position: 5
4804. Token: 'Ġa', Entropy: 5.622984, Dataset: advbench, Text Index: 284, Position: 5
6120. Token: 'Ġa', Entropy: 5.622984, Dataset: advbench, Text Index: 362, Position: 5
7575. Token: 'Ġa', Entropy: 5.622984, Dataset: advbench, Text Index: 447, Position: 5
678. Token: 'Ġa', Entropy: 5.622984, Dataset: advbench, Text Index: 40, Position: 5
2001. Token: 'Ġa', Entropy: 5.622984, Dataset: advbench, Text Index: 120, Position: 5
7177. Token: 'Ġa', Entropy: 5.622984, Dataset: advbench, Text Index: 424, Position: 5
4027. Token: 'Ġa', Entropy: 5.622984, Dataset: advbench, Text Index: 238, Position: 5
513. Token: 'Ġa', Entropy: 5.622984, Dataset: advbench, Text Index: 30, Position: 5
6839. Token: 'Ġa', Entropy: 5.622984, Dataset: advbench, Text Index: 405, Position: 5
