Top 20% High Entropy Tokens (sorted by entropy):

851. Token: 'Ġsuccessful', Entropy: 8.137491, Dataset: advbench, Text Index: 61, Position: 9
6311. Token: 'Ġa', Entropy: 5.895344, Dataset: advbench, Text Index: 456, Position: 2
4573. Token: 'Ġa', Entropy: 5.895344, Dataset: advbench, Text Index: 331, Position: 2
440. Token: 'Ġa', Entropy: 5.895344, Dataset: advbench, Text Index: 32, Position: 2
4130. Token: 'Ġa', Entropy: 5.895344, Dataset: advbench, Text Index: 299, Position: 2
2505. Token: 'Ġa', Entropy: 5.895344, Dataset: advbench, Text Index: 182, Position: 2
630. Token: 'Ġa', Entropy: 5.895344, Dataset: advbench, Text Index: 46, Position: 2
3208. Token: 'Ġa', Entropy: 5.895344, Dataset: advbench, Text Index: 232, Position: 2
2425. Token: 'Ġa', Entropy: 5.895344, Dataset: advbench, Text Index: 176, Position: 2
3602. Token: 'Ġa', Entropy: 5.895344, Dataset: advbench, Text Index: 261, Position: 2
6853. Token: 'Ġa', Entropy: 5.895344, Dataset: advbench, Text Index: 496, Position: 2
4833. Token: 'Ġa', Entropy: 5.895344, Dataset: advbench, Text Index: 351, Position: 2
6641. Token: 'Ġa', Entropy: 5.895344, Dataset: advbench, Text Index: 481, Position: 2
492. Token: 'Ġa', Entropy: 5.895344, Dataset: advbench, Text Index: 36, Position: 2
2355. Token: 'Ġa', Entropy: 5.895344, Dataset: advbench, Text Index: 170, Position: 2
3508. Token: 'Ġa', Entropy: 5.895344, Dataset: advbench, Text Index: 254, Position: 2
3528. Token: 'Ġa', Entropy: 5.895344, Dataset: advbench, Text Index: 256, Position: 2
4756. Token: 'Ġa', Entropy: 5.895344, Dataset: advbench, Text Index: 345, Position: 2
2854. Token: 'Ġa', Entropy: 5.895344, Dataset: advbench, Text Index: 207, Position: 2
6324. Token: 'Ġa', Entropy: 5.895344, Dataset: advbench, Text Index: 457, Position: 2
2286. Token: 'Ġa', Entropy: 5.895344, Dataset: advbench, Text Index: 166, Position: 2
1504. Token: 'Ġa', Entropy: 5.895344, Dataset: advbench, Text Index: 110, Position: 2
3798. Token: 'Ġa', Entropy: 5.895344, Dataset: advbench, Text Index: 275, Position: 2
1589. Token: 'Ġa', Entropy: 5.895344, Dataset: advbench, Text Index: 116, Position: 2
2232. Token: 'Ġa', Entropy: 5.895344, Dataset: advbench, Text Index: 162, Position: 2
740. Token: 'Ġa', Entropy: 5.895344, Dataset: advbench, Text Index: 54, Position: 2
6596. Token: 'Ġa', Entropy: 5.895344, Dataset: advbench, Text Index: 478, Position: 2
102. Token: 'Ġa', Entropy: 5.895344, Dataset: advbench, Text Index: 7, Position: 2
6414. Token: 'Ġa', Entropy: 5.895344, Dataset: advbench, Text Index: 464, Position: 2
3359. Token: 'Ġa', Entropy: 5.895344, Dataset: advbench, Text Index: 242, Position: 2
7081. Token: 'Ġa', Entropy: 5.895344, Dataset: advbench, Text Index: 512, Position: 2
2596. Token: 'Ġa', Entropy: 5.895343, Dataset: advbench, Text Index: 188, Position: 2
7030. Token: 'Ġa', Entropy: 5.895343, Dataset: advbench, Text Index: 509, Position: 2
468. Token: 'Ġa', Entropy: 5.895343, Dataset: advbench, Text Index: 34, Position: 2
480. Token: 'Ġa', Entropy: 5.895343, Dataset: advbench, Text Index: 35, Position: 2
1218. Token: 'Ġa', Entropy: 5.895343, Dataset: advbench, Text Index: 89, Position: 2
5358. Token: 'Ġa', Entropy: 5.895343, Dataset: advbench, Text Index: 389, Position: 2
5346. Token: 'Ġa', Entropy: 5.895343, Dataset: advbench, Text Index: 388, Position: 2
6366. Token: 'Ġa', Entropy: 5.895343, Dataset: advbench, Text Index: 460, Position: 2
2550. Token: 'Ġa', Entropy: 5.895343, Dataset: advbench, Text Index: 185, Position: 2
1968. Token: 'Ġa', Entropy: 5.895343, Dataset: advbench, Text Index: 144, Position: 2
3385. Token: 'Ġa', Entropy: 5.895343, Dataset: advbench, Text Index: 244, Position: 2
1141. Token: 'Ġa', Entropy: 5.895343, Dataset: advbench, Text Index: 83, Position: 2
1600. Token: 'Ġa', Entropy: 5.895343, Dataset: advbench, Text Index: 117, Position: 2
7018. Token: 'Ġa', Entropy: 5.895343, Dataset: advbench, Text Index: 508, Position: 2
3769. Token: 'Ġa', Entropy: 5.895343, Dataset: advbench, Text Index: 273, Position: 2
5001. Token: 'Ġa', Entropy: 5.895343, Dataset: advbench, Text Index: 363, Position: 2
4243. Token: 'Ġa', Entropy: 5.895343, Dataset: advbench, Text Index: 306, Position: 2
2990. Token: 'Ġa', Entropy: 5.895343, Dataset: advbench, Text Index: 217, Position: 2
1129. Token: 'Ġa', Entropy: 5.895343, Dataset: advbench, Text Index: 82, Position: 2
6045. Token: 'Ġa', Entropy: 5.895343, Dataset: advbench, Text Index: 437, Position: 2
311. Token: 'Ġa', Entropy: 5.895343, Dataset: advbench, Text Index: 23, Position: 2
4156. Token: 'Ġa', Entropy: 5.895343, Dataset: advbench, Text Index: 301, Position: 2
1330. Token: 'Ġa', Entropy: 5.895343, Dataset: advbench, Text Index: 97, Position: 2
899. Token: 'Ġa', Entropy: 5.895343, Dataset: advbench, Text Index: 64, Position: 2
5527. Token: 'Ġa', Entropy: 5.895343, Dataset: advbench, Text Index: 401, Position: 2
2061. Token: 'Ġa', Entropy: 5.895343, Dataset: advbench, Text Index: 151, Position: 2
1029. Token: 'Ġa', Entropy: 5.895343, Dataset: advbench, Text Index: 74, Position: 2
3994. Token: 'Ġa', Entropy: 5.895343, Dataset: advbench, Text Index: 289, Position: 2
3031. Token: 'Ġa', Entropy: 5.895343, Dataset: advbench, Text Index: 220, Position: 2
1227. Token: 'Ġa', Entropy: 5.895342, Dataset: advbench, Text Index: 90, Position: 2
6427. Token: 'Ġa', Entropy: 5.895342, Dataset: advbench, Text Index: 465, Position: 2
2531. Token: 'Ġa', Entropy: 5.895342, Dataset: advbench, Text Index: 184, Position: 2
5922. Token: 'Ġa', Entropy: 5.895342, Dataset: advbench, Text Index: 428, Position: 2
5881. Token: 'Ġa', Entropy: 5.895342, Dataset: advbench, Text Index: 425, Position: 2
2668. Token: 'Ġa', Entropy: 5.895342, Dataset: advbench, Text Index: 194, Position: 2
4357. Token: 'Ġa', Entropy: 5.895342, Dataset: advbench, Text Index: 315, Position: 2
1846. Token: 'Ġa', Entropy: 5.895342, Dataset: advbench, Text Index: 135, Position: 2
123. Token: 'Ġa', Entropy: 5.895342, Dataset: advbench, Text Index: 9, Position: 2
2489. Token: 'Ġa', Entropy: 5.895342, Dataset: advbench, Text Index: 181, Position: 2
5863. Token: 'Ġa', Entropy: 5.895342, Dataset: advbench, Text Index: 424, Position: 2
3977. Token: 'Ġa', Entropy: 5.895342, Dataset: advbench, Text Index: 288, Position: 2
7063. Token: 'Ġa', Entropy: 5.895342, Dataset: advbench, Text Index: 511, Position: 2
1312. Token: 'Ġa', Entropy: 5.895342, Dataset: advbench, Text Index: 96, Position: 2
4171. Token: 'Ġa', Entropy: 5.895342, Dataset: advbench, Text Index: 302, Position: 2
5472. Token: 'Ġa', Entropy: 5.895342, Dataset: advbench, Text Index: 397, Position: 2
641. Token: 'Ġa', Entropy: 5.895342, Dataset: advbench, Text Index: 47, Position: 2
3069. Token: 'Ġa', Entropy: 5.895342, Dataset: advbench, Text Index: 223, Position: 2
5428. Token: 'Ġa', Entropy: 5.895342, Dataset: advbench, Text Index: 394, Position: 2
5760. Token: 'Ġa', Entropy: 5.895342, Dataset: advbench, Text Index: 417, Position: 2
5703. Token: 'Ġa', Entropy: 5.895342, Dataset: advbench, Text Index: 413, Position: 2
2294. Token: 'Ġa', Entropy: 5.895342, Dataset: advbench, Text Index: 167, Position: 2
613. Token: 'Ġa', Entropy: 5.895342, Dataset: advbench, Text Index: 45, Position: 2
6060. Token: 'Ġa', Entropy: 5.895342, Dataset: advbench, Text Index: 438, Position: 2
365. Token: 'Ġa', Entropy: 5.895342, Dataset: advbench, Text Index: 27, Position: 2
2579. Token: 'Ġa', Entropy: 5.895342, Dataset: advbench, Text Index: 187, Position: 2
2929. Token: 'Ġa', Entropy: 5.895342, Dataset: advbench, Text Index: 213, Position: 2
6269. Token: 'Ġa', Entropy: 5.895342, Dataset: advbench, Text Index: 453, Position: 2
6013. Token: 'Ġa', Entropy: 5.895342, Dataset: advbench, Text Index: 435, Position: 2
4970. Token: 'Ġa', Entropy: 5.895342, Dataset: advbench, Text Index: 361, Position: 2
2638. Token: 'Ġevade', Entropy: 5.892118, Dataset: advbench, Text Index: 191, Position: 5
4815. Token: 'Ġin', Entropy: 5.892118, Dataset: advbench, Text Index: 349, Position: 9
2801. Token: 'Ġand', Entropy: 5.890889, Dataset: advbench, Text Index: 203, Position: 9
118. Token: 'Ġand', Entropy: 5.887470, Dataset: advbench, Text Index: 8, Position: 8
6565. Token: 'Ġand', Entropy: 5.887469, Dataset: advbench, Text Index: 475, Position: 8
3467. Token: 'Ġor', Entropy: 5.887054, Dataset: advbench, Text Index: 250, Position: 10
6542. Token: 'Ġand', Entropy: 5.884140, Dataset: advbench, Text Index: 473, Position: 9
6408. Token: 'Ġsells', Entropy: 5.883313, Dataset: advbench, Text Index: 463, Position: 5
5211. Token: 'Ġor', Entropy: 5.880340, Dataset: advbench, Text Index: 377, Position: 8
2656. Token: 'Ġmanipulating', Entropy: 5.875894, Dataset: advbench, Text Index: 193, Position: 5
5889. Token: 'Ġand', Entropy: 5.875854, Dataset: advbench, Text Index: 425, Position: 10
4553. Token: 'Ġthe', Entropy: 5.871858, Dataset: advbench, Text Index: 329, Position: 7
6272. Token: 'Ġintentionally', Entropy: 5.870749, Dataset: advbench, Text Index: 453, Position: 5
7066. Token: 'Ġintentionally', Entropy: 5.870749, Dataset: advbench, Text Index: 511, Position: 5
1936. Token: 'Ġand', Entropy: 5.867272, Dataset: advbench, Text Index: 141, Position: 9
1379. Token: 'Ġin', Entropy: 5.865908, Dataset: advbench, Text Index: 100, Position: 7
1721. Token: 'Ġand', Entropy: 5.855037, Dataset: advbench, Text Index: 126, Position: 9
4113. Token: 'Ġdate', Entropy: 5.854494, Dataset: advbench, Text Index: 297, Position: 7
4563. Token: 'Ġon', Entropy: 5.850627, Dataset: advbench, Text Index: 330, Position: 3
2378. Token: 'Ġon', Entropy: 5.850627, Dataset: advbench, Text Index: 172, Position: 3
3117. Token: 'Ġon', Entropy: 5.850626, Dataset: advbench, Text Index: 226, Position: 3
6468. Token: 'Ġa', Entropy: 5.848570, Dataset: advbench, Text Index: 467, Position: 9
6987. Token: 'Ġa', Entropy: 5.847850, Dataset: advbench, Text Index: 505, Position: 6
6951. Token: 'Ġa', Entropy: 5.847850, Dataset: advbench, Text Index: 503, Position: 6
704. Token: 'Ġthe', Entropy: 5.847697, Dataset: advbench, Text Index: 51, Position: 12
1744. Token: 'Ġand', Entropy: 5.846803, Dataset: advbench, Text Index: 128, Position: 9
760. Token: 'Ġusing', Entropy: 5.845686, Dataset: advbench, Text Index: 55, Position: 8
1547. Token: 'Ġfor', Entropy: 5.845366, Dataset: advbench, Text Index: 113, Position: 6
2337. Token: 'Ġfor', Entropy: 5.845366, Dataset: advbench, Text Index: 169, Position: 6
1170. Token: 'Ġfor', Entropy: 5.845366, Dataset: advbench, Text Index: 85, Position: 6
3788. Token: 'Ġfor', Entropy: 5.845366, Dataset: advbench, Text Index: 274, Position: 6
2836. Token: 'Ġfor', Entropy: 5.845366, Dataset: advbench, Text Index: 206, Position: 6
147. Token: 'Ġfor', Entropy: 5.845366, Dataset: advbench, Text Index: 10, Position: 6
2103. Token: 'Ġfor', Entropy: 5.845366, Dataset: advbench, Text Index: 154, Position: 6
1299. Token: 'Ġfor', Entropy: 5.845366, Dataset: advbench, Text Index: 95, Position: 6
3463. Token: 'Ġfor', Entropy: 5.845366, Dataset: advbench, Text Index: 250, Position: 6
5320. Token: 'Ġfor', Entropy: 5.845365, Dataset: advbench, Text Index: 386, Position: 6
1496. Token: 'Ġfor', Entropy: 5.845365, Dataset: advbench, Text Index: 109, Position: 6
3546. Token: 'Ġfor', Entropy: 5.845365, Dataset: advbench, Text Index: 257, Position: 6
1389. Token: 'Ġfor', Entropy: 5.845365, Dataset: advbench, Text Index: 101, Position: 6
2250. Token: 'Ġand', Entropy: 5.844767, Dataset: advbench, Text Index: 163, Position: 10
5917. Token: 'Ġand', Entropy: 5.838458, Dataset: advbench, Text Index: 427, Position: 10
2394. Token: 'Ġhelps', Entropy: 5.837877, Dataset: advbench, Text Index: 173, Position: 5
5193. Token: 'Ġfor', Entropy: 5.837101, Dataset: advbench, Text Index: 376, Position: 3
1930. Token: 'Ġfor', Entropy: 5.837101, Dataset: advbench, Text Index: 141, Position: 3
2880. Token: 'Ġfor', Entropy: 5.837101, Dataset: advbench, Text Index: 209, Position: 3
5855. Token: 'Ġfor', Entropy: 5.837100, Dataset: advbench, Text Index: 423, Position: 3
4007. Token: 'Ġfor', Entropy: 5.837100, Dataset: advbench, Text Index: 290, Position: 3
6258. Token: 'Ġfor', Entropy: 5.837100, Dataset: advbench, Text Index: 452, Position: 3
2088. Token: 'Ġfor', Entropy: 5.837100, Dataset: advbench, Text Index: 153, Position: 3
1519. Token: 'Ġfor', Entropy: 5.837100, Dataset: advbench, Text Index: 111, Position: 3
3044. Token: 'Ġfor', Entropy: 5.837100, Dataset: advbench, Text Index: 221, Position: 3
951. Token: 'Ġa', Entropy: 5.826369, Dataset: advbench, Text Index: 68, Position: 8
4555. Token: 'Ġof', Entropy: 5.824872, Dataset: advbench, Text Index: 329, Position: 9
2224. Token: 'Ġinsider', Entropy: 5.824615, Dataset: advbench, Text Index: 161, Position: 6
4074. Token: 'Ġand', Entropy: 5.824412, Dataset: advbench, Text Index: 294, Position: 10
5306. Token: 'Ġto', Entropy: 5.821128, Dataset: advbench, Text Index: 385, Position: 9
6174. Token: 'Ġa', Entropy: 5.819557, Dataset: advbench, Text Index: 446, Position: 2
5574. Token: 'Ġmanipulate', Entropy: 5.818907, Dataset: advbench, Text Index: 404, Position: 6
3503. Token: 'Ġmanipulate', Entropy: 5.818905, Dataset: advbench, Text Index: 253, Position: 6
3003. Token: 'Ġhoax', Entropy: 5.817998, Dataset: advbench, Text Index: 218, Position: 3
5323. Token: 'iting', Entropy: 5.817692, Dataset: advbench, Text Index: 386, Position: 9
1434. Token: 'Ġwhile', Entropy: 5.815837, Dataset: advbench, Text Index: 104, Position: 8
3728. Token: 'Ġon', Entropy: 5.809031, Dataset: advbench, Text Index: 270, Position: 4
883. Token: 'Ġon', Entropy: 5.809029, Dataset: advbench, Text Index: 63, Position: 4
5258. Token: 'Ġand', Entropy: 5.806955, Dataset: advbench, Text Index: 381, Position: 10
5955. Token: 'Ġpromotes', Entropy: 5.806426, Dataset: advbench, Text Index: 430, Position: 5
3953. Token: 'Ġan', Entropy: 5.804905, Dataset: advbench, Text Index: 286, Position: 2
2450. Token: 'Ġan', Entropy: 5.804905, Dataset: advbench, Text Index: 178, Position: 2
7092. Token: 'Ġan', Entropy: 5.804904, Dataset: advbench, Text Index: 513, Position: 2
4658. Token: 'Ġan', Entropy: 5.804904, Dataset: advbench, Text Index: 338, Position: 2
6841. Token: 'Ġan', Entropy: 5.804904, Dataset: advbench, Text Index: 495, Position: 2
2005. Token: 'Ġan', Entropy: 5.804904, Dataset: advbench, Text Index: 147, Position: 2
782. Token: 'Ġan', Entropy: 5.804904, Dataset: advbench, Text Index: 57, Position: 2
600. Token: 'Ġan', Entropy: 5.804904, Dataset: advbench, Text Index: 44, Position: 2
3884. Token: ',', Entropy: 5.797181, Dataset: advbench, Text Index: 281, Position: 10
7130. Token: 'Ġand', Entropy: 5.794341, Dataset: advbench, Text Index: 515, Position: 13
6875. Token: 'Ġthe', Entropy: 5.794302, Dataset: advbench, Text Index: 497, Position: 10
5707. Token: 'Ġthat', Entropy: 5.792397, Dataset: advbench, Text Index: 413, Position: 6
3186. Token: 'Ġpromotes', Entropy: 5.792178, Dataset: advbench, Text Index: 230, Position: 6
330. Token: 'Ġpromotes', Entropy: 5.792178, Dataset: advbench, Text Index: 24, Position: 6
5106. Token: ''s', Entropy: 5.790676, Dataset: advbench, Text Index: 370, Position: 8
4344. Token: 'Ġhow', Entropy: 5.789056, Dataset: advbench, Text Index: 314, Position: 3
5032. Token: 'Ġhow', Entropy: 5.789056, Dataset: advbench, Text Index: 365, Position: 3
6095. Token: 'Ġhow', Entropy: 5.789056, Dataset: advbench, Text Index: 440, Position: 3
506. Token: 'Ġhow', Entropy: 5.789056, Dataset: advbench, Text Index: 37, Position: 3
1090. Token: 'Ġhow', Entropy: 5.789056, Dataset: advbench, Text Index: 79, Position: 3
218. Token: 'Ġhow', Entropy: 5.789056, Dataset: advbench, Text Index: 16, Position: 3
1288. Token: 'Ġhow', Entropy: 5.789056, Dataset: advbench, Text Index: 94, Position: 3
4822. Token: 'Ġhow', Entropy: 5.789055, Dataset: advbench, Text Index: 350, Position: 3
4496. Token: 'Ġhow', Entropy: 5.789055, Dataset: advbench, Text Index: 325, Position: 3
4767. Token: 'Ġhow', Entropy: 5.789055, Dataset: advbench, Text Index: 346, Position: 3
2644. Token: 'Ġhow', Entropy: 5.789055, Dataset: advbench, Text Index: 192, Position: 3
6078. Token: 'Ġhow', Entropy: 5.789055, Dataset: advbench, Text Index: 439, Position: 3
6020. Token: 'Ġof', Entropy: 5.787404, Dataset: advbench, Text Index: 435, Position: 9
2897. Token: 'Ġa', Entropy: 5.785703, Dataset: advbench, Text Index: 210, Position: 6
2188. Token: 'Ġthe', Entropy: 5.785420, Dataset: advbench, Text Index: 159, Position: 13
5252. Token: 'Ġfor', Entropy: 5.785302, Dataset: advbench, Text Index: 381, Position: 4
4210. Token: 'Ġfor', Entropy: 5.785302, Dataset: advbench, Text Index: 304, Position: 4
4279. Token: 'Ġfor', Entropy: 5.785301, Dataset: advbench, Text Index: 309, Position: 4
2536. Token: 'Ġa', Entropy: 5.783473, Dataset: advbench, Text Index: 184, Position: 7
1690. Token: 'Provide', Entropy: 5.783235, Dataset: advbench, Text Index: 124, Position: 1
181. Token: 'Provide', Entropy: 5.783235, Dataset: advbench, Text Index: 13, Position: 1
1052. Token: 'Provide', Entropy: 5.783235, Dataset: advbench, Text Index: 76, Position: 1
3848. Token: 'Provide', Entropy: 5.783235, Dataset: advbench, Text Index: 279, Position: 1
3498. Token: 'Provide', Entropy: 5.783235, Dataset: advbench, Text Index: 253, Position: 1
3474. Token: 'Provide', Entropy: 5.783235, Dataset: advbench, Text Index: 251, Position: 1
944. Token: 'Provide', Entropy: 5.783235, Dataset: advbench, Text Index: 68, Position: 1
1165. Token: 'Provide', Entropy: 5.783235, Dataset: advbench, Text Index: 85, Position: 1
1982. Token: 'Provide', Entropy: 5.783235, Dataset: advbench, Text Index: 145, Position: 1
5961. Token: 'Provide', Entropy: 5.783235, Dataset: advbench, Text Index: 431, Position: 1
1491. Token: 'Provide', Entropy: 5.783235, Dataset: advbench, Text Index: 109, Position: 1
4605. Token: 'Provide', Entropy: 5.783235, Dataset: advbench, Text Index: 334, Position: 1
1384. Token: 'Provide', Entropy: 5.783235, Dataset: advbench, Text Index: 101, Position: 1
5661. Token: 'Provide', Entropy: 5.783235, Dataset: advbench, Text Index: 410, Position: 1
6247. Token: 'Provide', Entropy: 5.783235, Dataset: advbench, Text Index: 451, Position: 1
1532. Token: 'Provide', Entropy: 5.783235, Dataset: advbench, Text Index: 112, Position: 1
5790. Token: 'Provide', Entropy: 5.783235, Dataset: advbench, Text Index: 419, Position: 1
920. Token: 'Provide', Entropy: 5.783235, Dataset: advbench, Text Index: 66, Position: 1
6158. Token: 'Provide', Entropy: 5.783235, Dataset: advbench, Text Index: 445, Position: 1
5776. Token: 'Provide', Entropy: 5.783235, Dataset: advbench, Text Index: 418, Position: 1
1542. Token: 'Provide', Entropy: 5.783235, Dataset: advbench, Text Index: 113, Position: 1
2476. Token: 'Provide', Entropy: 5.783235, Dataset: advbench, Text Index: 180, Position: 1
404. Token: 'Provide', Entropy: 5.783235, Dataset: advbench, Text Index: 29, Position: 1
2255. Token: 'Provide', Entropy: 5.783235, Dataset: advbench, Text Index: 164, Position: 1
2376. Token: 'Provide', Entropy: 5.783235, Dataset: advbench, Text Index: 172, Position: 1
6525. Token: 'Provide', Entropy: 5.783235, Dataset: advbench, Text Index: 472, Position: 1
142. Token: 'Provide', Entropy: 5.783235, Dataset: advbench, Text Index: 10, Position: 1
4107. Token: 'Provide', Entropy: 5.783235, Dataset: advbench, Text Index: 297, Position: 1
6297. Token: 'Provide', Entropy: 5.783235, Dataset: advbench, Text Index: 455, Position: 1
4079. Token: 'Provide', Entropy: 5.783235, Dataset: advbench, Text Index: 295, Position: 1
4065. Token: 'Provide', Entropy: 5.783235, Dataset: advbench, Text Index: 294, Position: 1
4561. Token: 'Provide', Entropy: 5.783235, Dataset: advbench, Text Index: 330, Position: 1
3783. Token: 'Provide', Entropy: 5.783235, Dataset: advbench, Text Index: 274, Position: 1
4535. Token: 'Provide', Entropy: 5.783235, Dataset: advbench, Text Index: 328, Position: 1
5569. Token: 'Provide', Entropy: 5.783235, Dataset: advbench, Text Index: 404, Position: 1
453. Token: 'Provide', Entropy: 5.783235, Dataset: advbench, Text Index: 33, Position: 1
5315. Token: 'Provide', Entropy: 5.783235, Dataset: advbench, Text Index: 386, Position: 1
3639. Token: 'Provide', Entropy: 5.783235, Dataset: advbench, Text Index: 264, Position: 1
3423. Token: 'Provide', Entropy: 5.783235, Dataset: advbench, Text Index: 247, Position: 1
1101. Token: 'Provide', Entropy: 5.783235, Dataset: advbench, Text Index: 80, Position: 1
3541. Token: 'Provide', Entropy: 5.783235, Dataset: advbench, Text Index: 257, Position: 1
3115. Token: 'Provide', Entropy: 5.783235, Dataset: advbench, Text Index: 226, Position: 1
1078. Token: 'Provide', Entropy: 5.783235, Dataset: advbench, Text Index: 78, Position: 1
1889. Token: 'Provide', Entropy: 5.783235, Dataset: advbench, Text Index: 138, Position: 1
3458. Token: 'Provide', Entropy: 5.783233, Dataset: advbench, Text Index: 250, Position: 1
792. Token: 'Provide', Entropy: 5.783233, Dataset: advbench, Text Index: 58, Position: 1
6214. Token: 'Provide', Entropy: 5.783233, Dataset: advbench, Text Index: 449, Position: 1
1294. Token: 'Provide', Entropy: 5.783233, Dataset: advbench, Text Index: 95, Position: 1
414. Token: 'Provide', Entropy: 5.783233, Dataset: advbench, Text Index: 30, Position: 1
6691. Token: 'Provide', Entropy: 5.783233, Dataset: advbench, Text Index: 485, Position: 1
2098. Token: 'Provide', Entropy: 5.783233, Dataset: advbench, Text Index: 154, Position: 1
2269. Token: 'Provide', Entropy: 5.783233, Dataset: advbench, Text Index: 165, Position: 1
2332. Token: 'Provide', Entropy: 5.783233, Dataset: advbench, Text Index: 169, Position: 1
765. Token: 'Provide', Entropy: 5.783233, Dataset: advbench, Text Index: 56, Position: 1
4226. Token: 'Provide', Entropy: 5.783233, Dataset: advbench, Text Index: 305, Position: 1
2831. Token: 'Provide', Entropy: 5.783233, Dataset: advbench, Text Index: 206, Position: 1
5994. Token: 'Ġand', Entropy: 5.780276, Dataset: advbench, Text Index: 433, Position: 9
186. Token: 'Ġcause', Entropy: 5.772943, Dataset: advbench, Text Index: 13, Position: 6
2788. Token: 'Ġto', Entropy: 5.767819, Dataset: advbench, Text Index: 202, Position: 4
2626. Token: 'aling', Entropy: 5.767758, Dataset: advbench, Text Index: 190, Position: 6
745. Token: 'Ġa', Entropy: 5.767317, Dataset: advbench, Text Index: 54, Position: 7
5065. Token: 'Ġto', Entropy: 5.763912, Dataset: advbench, Text Index: 367, Position: 7
3548. Token: 'ifying', Entropy: 5.762970, Dataset: advbench, Text Index: 257, Position: 8
2771. Token: 'Compose', Entropy: 5.754348, Dataset: advbench, Text Index: 201, Position: 1
5160. Token: 'Compose', Entropy: 5.754345, Dataset: advbench, Text Index: 374, Position: 1
6908. Token: 'Ġon', Entropy: 5.749917, Dataset: advbench, Text Index: 500, Position: 4
2470. Token: 'Ġmake', Entropy: 5.749288, Dataset: advbench, Text Index: 179, Position: 6
5350. Token: 'Ġpromote', Entropy: 5.739016, Dataset: advbench, Text Index: 388, Position: 6
1817. Token: 'Ġto', Entropy: 5.737127, Dataset: advbench, Text Index: 133, Position: 4
2823. Token: 'Ġto', Entropy: 5.737126, Dataset: advbench, Text Index: 205, Position: 4
233. Token: 'Ġto', Entropy: 5.737125, Dataset: advbench, Text Index: 17, Position: 4
521. Token: 'Ġto', Entropy: 5.737125, Dataset: advbench, Text Index: 38, Position: 4
6949. Token: 'Ġto', Entropy: 5.737125, Dataset: advbench, Text Index: 503, Position: 4
6985. Token: 'Ġto', Entropy: 5.737125, Dataset: advbench, Text Index: 505, Position: 4
578. Token: 'Ġto', Entropy: 5.737125, Dataset: advbench, Text Index: 42, Position: 4
6586. Token: 'Ġto', Entropy: 5.733298, Dataset: advbench, Text Index: 477, Position: 6
1959. Token: 'Ġa', Entropy: 5.732690, Dataset: advbench, Text Index: 143, Position: 7
1988. Token: 'ify', Entropy: 5.730836, Dataset: advbench, Text Index: 145, Position: 7
6636. Token: 'Ġusing', Entropy: 5.730421, Dataset: advbench, Text Index: 480, Position: 11
259. Token: 'ifies', Entropy: 5.730222, Dataset: advbench, Text Index: 19, Position: 7
5094. Token: 'ifies', Entropy: 5.730222, Dataset: advbench, Text Index: 369, Position: 7
4627. Token: 'Ġa', Entropy: 5.726921, Dataset: advbench, Text Index: 335, Position: 10
25. Token: 'Ġand', Entropy: 5.720074, Dataset: advbench, Text Index: 1, Position: 10
2499. Token: 'Ġand', Entropy: 5.717900, Dataset: advbench, Text Index: 181, Position: 12
1848. Token: 'Ġpromoting', Entropy: 5.715129, Dataset: advbench, Text Index: 135, Position: 4
3857. Token: 'Ġand', Entropy: 5.714989, Dataset: advbench, Text Index: 279, Position: 10
6177. Token: 'Ġpromotes', Entropy: 5.713411, Dataset: advbench, Text Index: 446, Position: 5
316. Token: 'Ġor', Entropy: 5.706680, Dataset: advbench, Text Index: 23, Position: 7
5607. Token: 'Ġis', Entropy: 5.699847, Dataset: advbench, Text Index: 406, Position: 7
6381. Token: 'Ġto', Entropy: 5.694875, Dataset: advbench, Text Index: 461, Position: 5
785. Token: 'Ġtracks', Entropy: 5.692079, Dataset: advbench, Text Index: 57, Position: 5
1345. Token: 'Ġto', Entropy: 5.688900, Dataset: advbench, Text Index: 98, Position: 5
2221. Token: 'Ġhow', Entropy: 5.687217, Dataset: advbench, Text Index: 161, Position: 3
6517. Token: 'Ġto', Entropy: 5.686668, Dataset: advbench, Text Index: 471, Position: 8
2571. Token: 'Ġto', Entropy: 5.686668, Dataset: advbench, Text Index: 186, Position: 8
3869. Token: 'Ġto', Entropy: 5.686667, Dataset: advbench, Text Index: 280, Position: 8
1403. Token: 'Ġto', Entropy: 5.686667, Dataset: advbench, Text Index: 102, Position: 8
1112. Token: 'Ġa', Entropy: 5.685379, Dataset: advbench, Text Index: 80, Position: 12
4237. Token: 'Ġa', Entropy: 5.685377, Dataset: advbench, Text Index: 305, Position: 12
2719. Token: 'Ġa', Entropy: 5.685177, Dataset: advbench, Text Index: 197, Position: 7
5729. Token: 'Ġand', Entropy: 5.684119, Dataset: advbench, Text Index: 414, Position: 9
1563. Token: 'Ġand', Entropy: 5.683827, Dataset: advbench, Text Index: 114, Position: 8
2022. Token: 'Ġto', Entropy: 5.681698, Dataset: advbench, Text Index: 148, Position: 4
2967. Token: 'Ġand', Entropy: 5.679026, Dataset: advbench, Text Index: 215, Position: 7
4378. Token: 'Ġis', Entropy: 5.677794, Dataset: advbench, Text Index: 316, Position: 7
1018. Token: 'Ġto', Entropy: 5.677476, Dataset: advbench, Text Index: 73, Position: 6
